iter	RMSE
513	0.1728620924
514	0.1728123508
515	0.1727639121
516	0.1727219617
517	0.1726787884
518	0.1726274851
519	0.1726235524
520	0.1725437672
521	0.1725079238
522	0.172464478
523	0.1724035367
524	0.1723497039
525	0.1723159853
526	0.1722761408
527	0.1722332603
528	0.172186068
529	0.1721732669
530	0.172108535
531	0.1720717678
532	0.1720678241
533	0.1720248691
534	0.1719852999
535	0.1719539077
536	0.1718997918
537	0.1718959078
538	0.1718460545
539	0.1718422033
540	0.1718385268
541	0.1717976055
542	0.1717416664
543	0.1716874089
544	0.1716438378
545	0.1716362572
546	0.171581042
547	0.1715714781
548	0.1715268702
549	0.1714760085
550	0.1714209074
551	0.1713723649
552	0.1713275368
553	0.1713240225
554	0.1712776417
555	0.1712265984
556	0.1711760727
557	0.1711205215
558	0.1710869943
559	0.1710466959
560	0.1710121061
561	0.1709786202
562	0.1709372858
563	0.1709176922
564	0.1709142037
565	0.1708640767
566	0.170832851
567	0.1707865976
568	0.1707393649
569	0.1707164008
570	0.1706835226
571	0.1706266009
572	0.1705911423
573	0.1705326999
574	0.1704919886
575	0.1704644692
576	0.1704334174
577	0.1704021235
578	0.1703635192
579	0.1703345875
580	0.1703002487
581	0.17026477
582	0.1702085436
583	0.1701521462
584	0.1701169462
585	0.1701088587
586	0.1700809008
587	0.1700186543
588	0.1699734051
589	0.1699228747
590	0.1698897607
591	0.1698538569
592	0.1698127663
593	0.1697873198
594	0.1697641136
595	0.1697571534
596	0.1697238662
597	0.1696778078
598	0.1696740701
599	0.169642881
600	0.1696200728
601	0.1695586178
602	0.1695116364
603	0.1694648573
604	0.1694215659
605	0.1693618229
606	0.169357955
607	0.1693068157
608	0.1692759628
609	0.1692508636
610	0.1692476747
611	0.1691951199
612	0.1691576073
613	0.169126065
614	0.1690956876
615	0.1690478602
616	0.1689907173
617	0.1689634063
618	0.1689252216
619	0.1688770011
620	0.1688525311
621	0.1688077144
622	0.1687928584
623	0.1687719864
624	0.1687182063
625	0.1687150474
626	0.1686893962
627	0.1686642647
628	0.1686280459
629	0.1685779871
630	0.1685593482
631	0.1685153699
632	0.1684617464
633	0.1684586723
634	0.1684198944
635	0.1683884325
636	0.1683594395
637	0.1683037211
638	0.1682645092
639	0.1682280542
640	0.1681918839
641	0.168178699
642	0.1681582014
643	0.1681086619
644	0.168079097
645	0.1680346782
646	0.1679829292
647	0.167953218
648	0.1679147328
649	0.167878799
650	0.1678132123
651	0.1677806204
652	0.1677539555
653	0.1677149
654	0.1676698808
655	0.1676601863
656	0.1676410968
657	0.167595805
658	0.1675733868
659	0.1675212317
660	0.1675171271
661	0.1675021825
662	0.167488605
663	0.1674489688
664	0.1674274788
665	0.1673967259
666	0.1673745962
667	0.1673269513
668	0.1672575803
669	0.1672115671
670	0.1671825045
671	0.1671561257
672	0.1671266815
673	0.1671099091
674	0.167072863
675	0.167070786
676	0.1670413578
677	0.1670038225
678	0.1669698334
679	0.1669293758
680	0.1668825576
681	0.1668397892
682	0.1668342966
683	0.1667985594
684	0.1667635363
685	0.1667018926
686	0.1666957355
687	0.1666509085
688	0.1666029806
689	0.1665715649
690	0.1665443757
691	0.1665287019
692	0.1664952482
693	0.166456662
694	0.1664213122
695	0.1663924627
696	0.1663527034
697	0.1663247366
698	0.1663147308
699	0.1662768197
700	0.1662489638
701	0.1662076733
702	0.1661496341
703	0.1661073084
704	0.1660768224
705	0.1660490473
706	0.1660095264
707	0.1659978425
708	0.1659856549
709	0.1659561068
710	0.16593723
711	0.1659161904
712	0.1658643875
713	0.1658247886
714	0.165771847
715	0.1657539582
716	0.165724805
717	0.1656934156
718	0.1656586495
719	0.1656247621
720	0.1655952846
721	0.1655653582
722	0.1655302472
723	0.1654785776
724	0.1654349847
725	0.165402373
726	0.1653752128
727	0.1653726211
728	0.1653395638
729	0.1653047493
730	0.1652696321
731	0.1652336243
732	0.1651838445
733	0.165150792
734	0.1651123601
735	0.1650904362
736	0.1650455021
737	0.1650034998
738	0.1649817429
739	0.1649550824
740	0.1649070077
741	0.1648779838
742	0.1648479963
743	0.1648062444
744	0.1647644836
745	0.1647226895
746	0.1646902567
747	0.1646463555
748	0.1646034267
749	0.1646015993
750	0.1645774237
751	0.1645458385
752	0.1645342576
753	0.1644867248
754	0.16445903
755	0.1644141455
756	0.1644107761
757	0.1643746818
758	0.1643417726
759	0.1643112944
760	0.1642579699
761	0.1642348307
762	0.1642063474
763	0.1641821008
764	0.1641658157
765	0.1641544655
766	0.1641186098
767	0.1640748422
768	0.1640484966
769	0.1640287045
770	0.1639738798
771	0.1639479717
772	0.163912795
773	0.1638888569
774	0.1638622749
775	0.1638283262
776	0.1637937848
777	0.1637565575
778	0.1637066755
779	0.1636738534
780	0.1636338089
781	0.1636091268
782	0.1635820332
783	0.1635524865
784	0.1635380567
785	0.1635144455
786	0.1634818988
787	0.1634737654
788	0.1634363624
789	0.1633771475
790	0.1633549226
791	0.1633187256
792	0.1633000837
793	0.1632714154
794	0.1632470846
795	0.1632089408
796	0.1631740026
797	0.16313326
798	0.1631223705
799	0.1630875691
800	0.16306463
801	0.1630376412
802	0.1630089339
803	0.1629604346
804	0.1629559734
805	0.1629383495
806	0.1628976413
807	0.1628578358
808	0.1628052329
809	0.1627652872
810	0.1627510017
811	0.1627191054
812	0.1626774422
813	0.1626348572
814	0.1626075178
815	0.1625661862
816	0.1625278787
817	0.1624929134
818	0.1624566787
819	0.1624518986
820	0.1624121358
821	0.1623780946
822	0.1623519619
823	0.1623313014
824	0.1623015959
825	0.16227222
826	0.162267593
827	0.1622324593
828	0.1622038906
829	0.1621763866
830	0.1621351493
831	0.1621065092
832	0.1620754338
833	0.1620394118
834	0.1620271199
835	0.1620028216
836	0.1619979429
837	0.1619698621
838	0.161939461
839	0.1619162534
840	0.1618943496
841	0.1618560219
842	0.1618300751
843	0.1617787034
844	0.1617229721
845	0.1617061716
846	0.1616732003
847	0.1616383966
848	0.1616199722
849	0.1615855422
850	0.1615526154
851	0.1615346323
852	0.1615119136
853	0.1614767871
854	0.1614458006
855	0.1614101381
856	0.1613883039
857	0.1613611842
858	0.1613432418
859	0.1613135216
860	0.1612766035
861	0.1612484414
862	0.1612118235
863	0.1611888332
864	0.1611617241
865	0.1611379669
866	0.1610966629
867	0.1610760675
868	0.1610295954
869	0.1610057459
870	0.1609765024
871	0.1609591056
872	0.1609211807
873	0.1608747967
874	0.160827519
875	0.1608065554
876	0.1607823865
877	0.1607609444
878	0.1607274401
879	0.1607062628
880	0.1606837822
881	0.1606549264
882	0.1606282706
883	0.1606019085
884	0.160552427
885	0.1605074273
886	0.160469175
887	0.1604379914
888	0.1604023479
889	0.1603884267
890	0.1603639635
891	0.160350885
892	0.1603307762
893	0.1603094934
894	0.1602719665
895	0.1602388181
896	0.1602034338
897	0.1601994593
898	0.1601729369
899	0.16016918
900	0.1601423129
901	0.1601182539
902	0.1600949012
903	0.1600698378
904	0.1600635378
905	0.1600178642
906	0.1599876011
907	0.159976064
908	0.159953275
909	0.1599183198
910	0.1598803608
911	0.1598444625
912	0.1597976488
913	0.159753103
914	0.1597217449
915	0.1596887722
916	0.1596784139
917	0.1596534325
918	0.1596355682
919	0.1595819226
920	0.1595538735
921	0.1595364184
922	0.1595101288
923	0.1594857356
924	0.1594659977
925	0.1594435542
926	0.1594253252
927	0.1593988845
928	0.1593549224
929	0.1593109149
930	0.1592931502
931	0.1592578968
932	0.1592492358
933	0.1592219752
934	0.1591977336
935	0.1591804026
936	0.1591444725
937	0.1591128213
938	0.1590735288
939	0.15904145
940	0.1590120496
941	0.1590039028
942	0.158981721
943	0.1589355242
944	0.1589256942
945	0.1588935236
946	0.1588693982
947	0.1588416906
948	0.1588204389
949	0.1587834942
950	0.1587510662
951	0.1587127753
952	0.1586925127
953	0.1586686275
954	0.158630402
955	0.1585939342
956	0.158577806
957	0.1585606017
958	0.1585302166
959	0.1585010168
960	0.1584776752
961	0.158454223
962	0.1584344858
963	0.1584149801
964	0.1583949051
965	0.158367939
966	0.1583226502
967	0.1582970736
968	0.1582638237
969	0.1582426695
970	0.158219096
971	0.1581830135
972	0.1581663129
973	0.1581402227
974	0.1581236583
975	0.1580915605
976	0.1580605765
977	0.1580223498
978	0.1579734673
979	0.1579619757
980	0.1579301886
981	0.1579002506
982	0.1578758903
983	0.1578447342
984	0.1578185197
985	0.1578134821
986	0.1577949947
987	0.1577735307
988	0.15774881
989	0.1577232549
990	0.1576949984
991	0.1576684376
992	0.1576447386
993	0.1576412057
994	0.1576053355
995	0.1576021032
996	0.1575742346
997	0.1575300483
998	0.1575011693
999	0.1574701634
1000	0.1574539117
1001	0.1574246239
1002	0.1574021228
1003	0.1573882819
1004	0.1573629165
1005	0.1573518553
1006	0.1573273041
1007	0.1573103122
1008	0.1572778692
1009	0.1572556928
1010	0.1572369212
1011	0.157193442
1012	0.1571733433
1013	0.1571411326
1014	0.1571163575
1015	0.1570923249
1016	0.1570596409
1017	0.157034613
1018	0.1569896953
1019	0.1569566422
1020	0.1569299601
1021	0.1569027925
1022	0.1568831191
1023	0.1568630841
1024	0.1568232417
1025	0.1568120241
1026	0.1567916375
1027	0.1567738458
1028	0.1567462636
1029	0.1567402361
1030	0.1567240775
1031	0.1566762099
1032	0.1566544821
1033	0.1566228362
1034	0.1566008362
1035	0.1565833292
1036	0.1565495559
1037	0.1565129462
1038	0.1564764799
1039	0.1564501368
1040	0.1564110324
1041	0.1563800898
1042	0.1563615067
1043	0.1563448974
1044	0.1563207857
1045	0.156295056
1046	0.1562763084
1047	0.1562516967
1048	0.156235161
1049	0.1561840319
1050	0.1561674129
1051	0.1561418917
1052	0.156119351
1053	0.1561147995
1054	0.1560957745
1055	0.156078304
1056	0.1560445486
1057	0.1560103339
1058	0.1559739816
1059	0.1559478038
1060	0.1559292707
1061	0.1558942191
1062	0.1558682649
1063	0.1558309571
1064	0.1557850399
1065	0.1557615834
1066	0.1557468878
1067	0.1557077002
1068	0.1556705093
1069	0.1556471672
1070	0.1556312357
1071	0.1556232148
1072	0.1555937448
1073	0.1555488027
1074	0.155524755
1075	0.1555016885
1076	0.1554847517
1077	0.1554641166
1078	0.1554353554
1079	0.1554003529
1080	0.1553846911
1081	0.1553724881
1082	0.1553389402
1083	0.1553145162
1084	0.1552881855
1085	0.1552681566
1086	0.1552406004
1087	0.1552215812
1088	0.1551992976
1089	0.1551787088
1090	0.1551432376
1091	0.1551344542
1092	0.1551062961
1093	0.1550876814
1094	0.1550587872
1095	0.1550249138
1096	0.1550050628
1097	0.1549823853
1098	0.1549532296
1099	0.1549115198
1100	0.1548918505
1101	0.1548665862
1102	0.1548298115
1103	0.1548022178
1104	0.1547824905
1105	0.1547575559
1106	0.1547369356
1107	0.1547184439
1108	0.1546986054
1109	0.1546615571
1110	0.1546434035
1111	0.1546248849
1112	0.154582226
1113	0.1545597644
1114	0.1545299773
1115	0.1545176631
1116	0.1544953601
1117	0.1544790284
1118	0.1544595501
1119	0.1544394626
1120	0.1544211872
1121	0.1543801643
1122	0.1543493761
1123	0.1543298166
1124	0.1542941868
1125	0.154282968
1126	0.1542517471
1127	0.154230774
1128	0.1542099184
1129	0.1541738926
1130	0.1541509613
1131	0.1541264676
1132	0.1541038263
1133	0.154067205
1134	0.1540535832
1135	0.1540403349
1136	0.1540111367
1137	0.1539801096
1138	0.1539584096
1139	0.1539361757
1140	0.1538966903
1141	0.1538793414
1142	0.1538563178
1143	0.1538244353
1144	0.1538008069
1145	0.1537775238
1146	0.1537752938
1147	0.1537445601
1148	0.153730917
1149	0.1536960486
1150	0.1536763154
1151	0.1536525866
1152	0.1536348214
1153	0.1536055859
1154	0.1535889622
1155	0.1535685072
1156	0.1535429778
1157	0.1535319785
1158	0.1535049649
1159	0.1534775521
1160	0.1534542701
1161	0.1534340463
1162	0.1534012414
1163	0.153383297
1164	0.1533597332
1165	0.153328484
1166	0.1533102436
1167	0.1532982263
1168	0.1532775566
1169	0.1532629935
1170	0.1532394817
1171	0.1532098492
1172	0.1531936824
1173	0.1531659312
1174	0.1531435908
1175	0.1531220382
1176	0.1530926773
1177	0.1530599276
1178	0.1530262472
1179	0.1529964441
1180	0.1529815846
1181	0.1529551339
1182	0.1529426998
1183	0.1529199942
1184	0.1529007214
1185	0.1528825751
1186	0.1528507598
1187	0.1528226083
1188	0.1527946513
1189	0.1527743667
1190	0.1527519742
1191	0.1527273322
1192	0.1527124606
1193	0.1526843729
1194	0.1526660521
1195	0.1526435845
1196	0.1526105549
1197	0.1525876451
1198	0.1525804747
1199	0.1525623096
1200	0.1525354882
1201	0.152520336
1202	0.152515182
1203	0.152468626
1204	0.1524501497
1205	0.1524300817
1206	0.1524104575
1207	0.1523817935
1208	0.1523602827
1209	0.1523486312
1210	0.152316518
1211	0.1522849561
1212	0.1522676329
1213	0.1522546901
1214	0.1522214872
1215	0.1521966002
1216	0.1521649102
1217	0.1521279657
1218	0.1521108025
1219	0.1520983991
1220	0.1520856955
1221	0.1520703842
1222	0.1520469451
1223	0.1520398278
1224	0.1520137409
1225	0.1519983069
1226	0.151994655
1227	0.1519822932
1228	0.1519637692
1229	0.1519399766
1230	0.1519131302
1231	0.1519044437
1232	0.1518881899
1233	0.1518601566
1234	0.1518287748
1235	0.1518172154
1236	0.151790771
1237	0.1517735599
1238	0.1517559515
1239	0.1517394587
1240	0.1517260626
1241	0.1517020995
1242	0.1516983107
1243	0.1516770286
1244	0.1516489578
1245	0.1516316096
1246	0.1516099047
1247	0.1515880215
1248	0.1515527386
1249	0.1515309706
1250	0.1515151736
1251	0.1514903064
1252	0.1514787729
1253	0.1514529042
1254	0.1514287559
1255	0.1514188717
1256	0.1514063186
1257	0.151377475
1258	0.1513470515
1259	0.1513355355
1260	0.1513140133
1261	0.1512964253
1262	0.1512841073
1263	0.151261783
1264	0.1512349222
1265	0.151196343
1266	0.1511632572
1267	0.1511285553
1268	0.1511052205
1269	0.1510778485
1270	0.1510482537
1271	0.1510287476
1272	0.1510013269
1273	0.1509742419
1274	0.1509536747
1275	0.1509392816
1276	0.1509284337
1277	0.1509020033
1278	0.1508741417
1279	0.1508553909
1280	0.1508523099
1281	0.1508315038
1282	0.1507997305
1283	0.1507677528
1284	0.1507339329
1285	0.1507055075
1286	0.1506826767
1287	0.1506572135
1288	0.1506259746
1289	0.1506084094
1290	0.1505792921
1291	0.1505722123
1292	0.1505412397
1293	0.1505141265
1294	0.150494448
1295	0.1504579128
1296	0.1504254019
1297	0.1504080978
1298	0.150377426
1299	0.1503581322
1300	0.1503297376
1301	0.1502996361
1302	0.1502753167
1303	0.1502644963
1304	0.1502477358
1305	0.1502293287
1306	0.1502269933
1307	0.150215564
1308	0.1501961187
1309	0.1501799245
1310	0.1501530669
1311	0.1501176212
1312	0.1500952584
1313	0.1500763448
1314	0.1500515948
1315	0.150033367
1316	0.1500161987
1317	0.1499918582
1318	0.1499699791
1319	0.1499541947
1320	0.1499351232
1321	0.1499310245
1322	0.1498966476
1323	0.1498644634
1324	0.1498477955
1325	0.1498335705
1326	0.1498247595
1327	0.1498092712
1328	0.1497918532
1329	0.1497652914
1330	0.1497451295
1331	0.1497162729
1332	0.1496928546
1333	0.1496669281
1334	0.1496342022
1335	0.1496114101
1336	0.1495852841
1337	0.1495499883
1338	0.1495227649
1339	0.1495089566
1340	0.1494832216
1341	0.1494617021
1342	0.1494452873
1343	0.1494259513
1344	0.1494058601
1345	0.149375838
1346	0.1493486508
1347	0.1493146479
1348	0.1492803856
1349	0.1492564362
1350	0.1492318097
1351	0.1492193621
1352	0.1492037566
1353	0.149188223
1354	0.1491583499
1355	0.149133967
1356	0.1491206369
1357	0.149115866
1358	0.1490783223
1359	0.1490437704
1360	0.149021949
1361	0.1490056794
1362	0.1489924491
1363	0.1489767622
1364	0.1489567999
1365	0.148942062
1366	0.148908577
1367	0.1488909076
1368	0.1488742309
1369	0.1488472165
1370	0.1488244107
1371	0.1488074659
1372	0.1487822264
1373	0.1487530965
1374	0.1487430816
1375	0.14872252
1376	0.1486931485
1377	0.1486767609
1378	0.1486553076
1379	0.1486479372
1380	0.1486333924
1381	0.1486198459
1382	0.1486001549
1383	0.1485863072
1384	0.1485641263
1385	0.1485390464
1386	0.148519021
1387	0.1484920635
1388	0.1484797196
1389	0.1484661067
1390	0.1484386434
1391	0.1484102612
1392	0.1483823503
1393	0.1483705153
1394	0.1483476187
1395	0.1483324339
1396	0.1483170605
1397	0.1482951142
1398	0.1482760936
1399	0.1482499064
1400	0.148236626
1401	0.1482162127
1402	0.148192727
1403	0.1481727466
1404	0.148144095
1405	0.1481346395
1406	0.1481052684
1407	0.1480909469
1408	0.1480681353
1409	0.1480500431
1410	0.1480204615
1411	0.1480186359
1412	0.1480168463
1413	0.1479991573
1414	0.1479584311
1415	0.1479430023
1416	0.1479225871
1417	0.147897932
1418	0.147870297
1419	0.1478660985
1420	0.1478447358
1421	0.1478347521
1422	0.1478111933
1423	0.1477804721
1424	0.1477596596
1425	0.1477445371
1426	0.1477213743
1427	0.1477064194
1428	0.1476868275
1429	0.1476631017
1430	0.1476445028
1431	0.1476303982
1432	0.1476069523
1433	0.1475898733
1434	0.1475699995
1435	0.1475603105
1436	0.147530311
1437	0.1475263919
1438	0.147498209
1439	0.1474772301
1440	0.1474648911
1441	0.1474305423
1442	0.1474035377
1443	0.1474011191
1444	0.1473804662
1445	0.1473547863
1446	0.1473275038
1447	0.1473090721
1448	0.1472881687
1449	0.1472686035
1450	0.1472387443
1451	0.1472151885
1452	0.1471885946
1453	0.1471649182
1454	0.1471607909
1455	0.1471409483
1456	0.147139358
1457	0.1471219495
1458	0.1471073309
1459	0.1470867179
1460	0.1470608266
1461	0.1470403517
1462	0.1470171019
1463	0.146987757
1464	0.1469750333
1465	0.146959807
1466	0.1469327022
1467	0.1469152388
1468	0.1468998958
1469	0.1468731288
1470	0.1468555969
1471	0.1468315207
1472	0.1468072944
1473	0.1467880696
1474	0.1467505296
1475	0.146715386
1476	0.146697623
1477	0.1466858234
1478	0.1466711127
1479	0.1466393656
1480	0.1466308825
1481	0.1466073908
1482	0.1465720448
1483	0.1465635554
1484	0.1465506253
1485	0.1465348639
1486	0.1464949796
1487	0.146485046
1488	0.1464641577
1489	0.1464301669
1490	0.1464181927
1491	0.1463866961
1492	0.1463710449
1493	0.1463567326
1494	0.1463424604
1495	0.146325527
1496	0.1463094911
1497	0.1462894766
1498	0.1462678943
1499	0.1462376146
