address,area,house_direction,balcony_direction,floors,bedrooms,bathrooms,legal_status,furniture_state,price,year,property_type,property_feature,lat,lng
"Đường Bình Trị Đông, Phường Bình Trị Đông, TP Hồ Chí Minh",56.4,,,4.0,4.0,4.0,Have certificate,Other,6.7,2026,"Nhà ngõ, hẻm",Hẻm xe hơi,10.7721336,106.6092523
"Đường Trường Lưu, Phường Long Trường, TP Hồ Chí Minh",52.0,,,3.0,3.0,3.0,Have certificate,Full,5.25,2026,"Nhà mặt phố, mặt tiền",Hẻm xe hơi,10.7964472,106.8237056
"Đường Lê Hồng Phong, Phường Vườn Lài, TP Hồ Chí Minh",44.0,,,,4.0,,,,8.8,2026,"Nhà ngõ, hẻm",Hẻm xe hơi,10.769383,106.6736845
"Đường Hương Lộ 2, Phường Bình Trị Đông, TP Hồ Chí Minh",72.0,,,5.0,5.0,5.0,Have certificate,,7.1,2026,"Nhà ngõ, hẻm",Hẻm xe hơi,10.7676508,106.6019928
"Ấp 6, Xã Tân Vĩnh Lộc, TP Hồ Chí Minh",250.0,Nam,,1.0,2.0,1.0,Have certificate,Full,8.8,2026,"Nhà mặt phố, mặt tiền",Hẻm xe hơi,10.8202599,106.5859774
"Đường Hương Lộ 2, Phường Bình Trị Đông, TP Hồ Chí Minh",54.0,,,4.0,4.0,5.0,Have certificate,Other,6.8,2026,"Nhà ngõ, hẻm",Hẻm xe hơi,10.7676508,106.6019928
"Đường Nguyễn Thái Sơn, Phường Hạnh Thông, TP Hồ Chí Minh",39.0,,,2.0,2.0,,Have certificate,Other,5.95,2026,"Nhà ngõ, hẻm",Hẻm nhỏ,10.820406,106.6840157
"Đường Bùi Văn Ba, Phường Tân Thuận, TP Hồ Chí Minh",42.0,,,,3.0,,,,5.0,2026,"Nhà ngõ, hẻm",Hẻm nhỏ,10.7505107,106.7346057
"Đường Nguyễn Thượng Hiền, Phường Hạnh Thông, TP Hồ Chí Minh",87.0,,,,5.0,5.0,Have certificate,,4.0,2026,"Nhà ngõ, hẻm",Hẻm nhỏ,10.8136545,106.6847937
"Đường Thống Nhất, Phường An Hội Đông, TP Hồ Chí Minh",143.0,,,,5.0,5.0,Have certificate,,11.0,2026,Nhà phố liền kề,Hẻm xe hơi,10.8448312,106.6637479
"Đường Vườn Chuối, Phường Bàn Cờ, TP Hồ Chí Minh",41.0,,,,2.0,,,,8.7,2026,"Nhà ngõ, hẻm",Hẻm xe hơi,10.7737346,106.682699
"Đường Huỳnh Tấn Phát, Phường Tân Thuận, TP Hồ Chí Minh",75.0,,,,4.0,,Have certificate,,6.0,2026,"Nhà ngõ, hẻm",Hẻm nhỏ,10.754998,106.7253947
"Đường Thới An 13, Phường Thới An, TP Hồ Chí Minh",108.0,,,,4.0,2.0,,,5.55,2026,"Nhà ngõ, hẻm",Hẻm xe hơi,10.8808031,106.6498676
"Đường 59, Phường An Hội Tây, TP Hồ Chí Minh",56.0,,,5.0,5.0,6.0,Have certificate,,8.6,2026,"Nhà ngõ, hẻm",Hẻm xe hơi,10.8559507,106.6512438
"Đường số 836, Phường Long Trường, TP Hồ Chí Minh",125.0,,,1.0,2.0,1.0,Have certificate,,4.89,2026,"Nhà mặt phố, mặt tiền",Hẻm xe hơi,10.7874912,106.7979498
"Đường Số 1, Phường Tân Mỹ, TP Hồ Chí Minh",75.0,,,3.0,6.0,6.0,Have certificate,Full,10.5,2026,"Nhà mặt phố, mặt tiền",Hẻm nhỏ,10.7062142,106.7293115
"Đường Phong Phú, Phường Phú Định, TP Hồ Chí Minh",45.0,,,,3.0,3.0,Have certificate,Basic,5.6,2026,"Nhà mặt phố, mặt tiền",Hẻm xe hơi,10.7458517,106.6603188
"Đường Phạm Văn Chiêu, Phường An Hội Đông, TP Hồ Chí Minh",218.0,,,6.0,6.0,6.0,Have certificate,Basic,11.65,2026,"Nhà ngõ, hẻm",Hẻm nhỏ,10.8470705,106.6458235
"Đường Nguyễn Bá Tòng, Phường Bảy Hiền, TP Hồ Chí Minh",70.0,,,,5.0,,,,10.9,2026,"Nhà mặt phố, mặt tiền",Hẻm xe hơi,10.7920977,106.6509455
"Đường Quang Trung, Phường An Hội Tây, TP Hồ Chí Minh",47.0,,,2.0,2.0,2.0,Have certificate,,4.2,2026,"Nhà ngõ, hẻm",Hẻm nhỏ,10.8425987,106.6442803
"3/2, Phường Minh Phụng, TP Hồ Chí Minh",45.0,,,4.0,4.0,3.0,Have certificate,Basic,6.15,2026,"Nhà ngõ, hẻm",Hẻm xe hơi,10.7566993,106.6465801
"Đường Nguyễn Trãi, Phường An Đông, TP Hồ Chí Minh",58.0,,,5.0,5.0,4.0,Have certificate,Full,9.7,2026,"Nhà ngõ, hẻm",Hẻm xe hơi,10.7559764,106.675232
"Vĩnh viễn, Phường Vườn Lài, TP Hồ Chí Minh",42.0,,,,3.0,,Have certificate,,6.5,2026,"Nhà ngõ, hẻm",Hẻm nhỏ,10.7651145,106.6737303
"Đường Thích Quảng Đức, Phường Đức Nhuận, TP Hồ Chí Minh",60.0,,,3.0,3.0,3.0,Have certificate,Other,9.0,2026,"Nhà ngõ, hẻm",Hẻm xe hơi,10.8058336,106.6826403
"Đường Nguyễn Duy Trinh, Phường Bình Trưng, TP Hồ Chí Minh",80.0,,,4.0,5.0,6.0,Have certificate,Full,11.0,2026,"Nhà mặt phố, mặt tiền",Hẻm xe hơi,10.7881001,106.7757324
"Đường Số 10, Phường Vĩnh Hội, TP Hồ Chí Minh",30.0,,,3.0,3.0,3.0,Have certificate,Full,6.8,2026,"Nhà mặt phố, mặt tiền",Hẻm nhỏ,10.7558164,106.7035136
"Đường Trường Sa, Phường Tân Sơn Hòa, TP Hồ Chí Minh",51.0,,,,3.0,,,,7.45,2026,"Nhà ngõ, hẻm",Hẻm nhỏ,10.7934333,106.6597399
"Đường Tân Hòa Đông, Phường Bình Trị Đông, TP Hồ Chí Minh",16.0,,,3.0,2.0,2.0,Have certificate,Basic,2.24,2026,"Nhà ngõ, hẻm",Hẻm xe hơi,10.7694876,106.6134657
"Đường Tân Sơn Nhì, Phường Tân Sơn Nhì, TP Hồ Chí Minh",44.0,,,3.0,3.0,2.0,Have certificate,Basic,5.5,2026,"Nhà ngõ, hẻm",Hẻm xe hơi,10.7962265,106.6289478
"Đường Hương Lộ 2, Phường Bình Trị Đông, TP Hồ Chí Minh",60.0,,,5.0,5.0,,,,7.3,2026,"Nhà ngõ, hẻm",Hẻm xe hơi,10.7676508,106.6019928
"Đường Võ Văn Vân, Xã Tân Vĩnh Lộc, TP Hồ Chí Minh",56.0,,,,4.0,,Other,,2.5,2026,"Nhà ngõ, hẻm",Hẻm nhỏ,10.8126138,106.5791458
"435, Phường Tân Thuận, TP Hồ Chí Minh",36.0,,,2.0,2.0,3.0,Have certificate,Other,4.98,2026,"Nhà ngõ, hẻm",Hẻm nhỏ,10.7525163,106.7283777
"669/666, Phường Bình Trị Đông, TP Hồ Chí Minh",88.0,Đông Nam,,3.0,4.0,5.0,Have certificate,Other,8.5,2026,"Nhà ngõ, hẻm",Hẻm xe hơi,10.7574116,106.6244708
"571/10/12, Phường Tân Sơn, TP Hồ Chí Minh",96.0,,,2.0,4.0,3.0,Have certificate,Other,6.65,2026,"Nhà ngõ, hẻm",Hẻm nhỏ,10.8267673,106.6402302
"Đường Tân Hòa Đông, Phường Phú Lâm, TP Hồ Chí Minh",48.0,,,,3.0,3.0,,,5.1,2026,"Nhà ngõ, hẻm",Hẻm nhỏ,10.7603458,106.6270678
"Đường Bình Tiên, Phường Bình Tiên, TP Hồ Chí Minh",41.0,,,3.0,3.0,3.0,Have certificate,,5.15,2026,"Nhà ngõ, hẻm",Hẻm xe hơi,10.7458601,106.6429255
"Đường Điện Biên Phủ, Phường Gia Định, TP Hồ Chí Minh",28.0,,,4.0,3.0,4.0,Have certificate,,7.8,2026,"Nhà ngõ, hẻm",Hẻm xe hơi,10.7967918,106.7005633
"Lê Đình Thám, Phường Tân Sơn Nhì, TP Hồ Chí Minh",63.0,,,4.0,8.0,7.0,Have certificate,Full,7.6,2026,"Nhà ngõ, hẻm",Hẻm xe hơi,10.7971534,106.6229587
"749, Phường Phú Thuận, TP Hồ Chí Minh",50.18,,,3.0,4.0,3.0,Have certificate,Full,3.65,2026,"Nhà ngõ, hẻm",Hẻm xe hơi,10.7311388,106.7351885
"Đường Bùi Đình Tuý, Phường Bình Thạnh, TP Hồ Chí Minh",24.0,,,4.0,2.0,3.0,Have certificate,Basic,4.25,2026,"Nhà ngõ, hẻm",Hẻm xe hơi,10.8069448,106.7036813
"Đường Đồng Tâm, Xã Bà Điểm, TP Hồ Chí Minh",61.6,Tây Bắc,,,3.0,2.0,Have certificate,,3.6,2026,"Nhà ngõ, hẻm",Hẻm nhỏ,10.8643829,106.6022127
"Đường Nguyễn Văn Tăng, Phường Long Bình, TP Hồ Chí Minh",80.0,,,,2.0,2.0,Have certificate,,4.9,2026,"Nhà mặt phố, mặt tiền",Hẻm xe hơi,10.8403039,106.8243429
"ÂU CƠ, Phường Hòa Bình, TP Hồ Chí Minh",31.0,,,,4.0,,,,6.98,2026,"Nhà ngõ, hẻm",Hẻm xe hơi,10.7749114,106.6478816
"Đường Phan Văn Trị, Phường Bình Lợi Trung, TP Hồ Chí Minh",20.5,,,3.0,2.0,2.0,Have certificate,,3.7,2026,"Nhà ngõ, hẻm",Hẻm nhỏ,10.8143593,106.6949846
"Đường Phan Văn Hớn, Phường Đông Hưng Thuận, TP Hồ Chí Minh",32.0,,,3.0,4.0,,,,2.69,2026,"Nhà ngõ, hẻm",Hẻm xe hơi,10.8266511,106.6188487
"Đường Chiến Lược, Phường Bình Trị Đông, TP Hồ Chí Minh",50.0,Nam,,5.0,5.0,5.0,Have certificate,,6.85,2026,"Nhà ngõ, hẻm",Hẻm xe hơi,10.7611404,106.6063322
"Đường Âu Dương Lân, Phường Chánh Hưng, TP Hồ Chí Minh",15.3,,,2.0,2.0,1.0,Have certificate,Basic,2.78,2026,"Nhà ngõ, hẻm",Hẻm nhỏ,10.7460099,106.6829836
"Đường Trương Phước Phan, Phường Bình Trị Đông, TP Hồ Chí Minh",28.0,Tây,,2.0,2.0,2.0,Have certificate,Full,3.3,2026,"Nhà ngõ, hẻm",Hẻm nhỏ,10.7655675,106.6131207
"Đường Âu Dương Lân, Phường Chánh Hưng, TP Hồ Chí Minh",51.0,,,,3.0,,,,5.099,2026,"Nhà ngõ, hẻm",Hẻm xe hơi,10.7460099,106.6829836
"Đường Nguyễn Văn Khối, Phường Thông Tây Hội, TP Hồ Chí Minh",50.0,,,4.0,4.0,5.0,Have certificate,Other,7.0,2026,"Nhà ngõ, hẻm",Hẻm xe hơi,10.8433042,106.6477696
"Đường Vườn Chuối, Phường Bàn Cờ, TP Hồ Chí Minh",32.0,,,3.0,2.0,2.0,Have certificate,Basic,5.2,2026,"Nhà ngõ, hẻm",Hẻm xe hơi,10.7737346,106.682699
"Đường Lâm Văn Bền, Phường Tân Thuận, TP Hồ Chí Minh",45.0,,,,2.0,,,,5.0,2026,"Nhà ngõ, hẻm",Hẻm nhỏ,10.7395868,106.7169196
"Đường Phan Huy Ích, Phường An Hội Tây, TP Hồ Chí Minh",35.0,,,4.0,3.0,4.0,Have certificate,Full,4.0,2026,"Nhà ngõ, hẻm",Hẻm xe hơi,10.8329277,106.6353737
"Đường Hà Huy Giáp, Phường An Phú Đông, TP Hồ Chí Minh",53.0,,,5.0,5.0,4.0,Have certificate,Full,6.8,2026,"Nhà mặt phố, mặt tiền",Hẻm xe hơi,10.8567747,106.6792755
"Đường Huỳnh Tấn Phát, Phường Phú Thuận, TP Hồ Chí Minh",45.0,,,,3.0,,Have certificate,,5.95,2026,"Nhà ngõ, hẻm",Hẻm nhỏ,10.7097427,106.737263
"Đường Nguyễn Xiển, Phường Long Bình, TP Hồ Chí Minh",105.0,,,,2.0,,Have certificate,,4.85,2026,"Nhà ngõ, hẻm",Hẻm xe hơi,10.8830434,106.8345851
"Đường Lê Văn Lương, Phường Tân Hưng, TP Hồ Chí Minh",45.0,,,,5.0,,Have certificate,,7.3,2026,"Nhà ngõ, hẻm",Hẻm nhỏ,10.7429519,106.7033063
"Đường Phú Định, Phường Phú Định, TP Hồ Chí Minh",44.0,Bắc,,3.0,3.0,3.0,Have certificate,Full,3.999,2026,"Nhà ngõ, hẻm",Hẻm nhỏ,10.7104527,106.6163899
"Đường Hoàng Văn Thụ, Phường Đức Nhuận, TP Hồ Chí Minh",34.0,,,5.0,6.0,5.0,Have certificate,Full,8.68,2026,"Nhà ngõ, hẻm",Hẻm nhỏ,10.7995089,106.6797169
"Đường Tân Kỳ Tân Quý, Phường Tân Sơn Nhì, TP Hồ Chí Minh",84.8,,,4.0,8.0,7.0,Have certificate,,8.5,2026,"Nhà ngõ, hẻm",Hẻm xe hơi,10.8027249,106.6248097
"Đường Trường Chinh, Phường Bảy Hiền, TP Hồ Chí Minh",37.0,,,,5.0,,,,10.5,2026,"Nhà mặt phố, mặt tiền",Hẻm nhỏ,10.7931438,106.6517919
"Đường Lê Văn Quới, Phường Bình Hưng Hòa, TP Hồ Chí Minh",68.0,,,,2.0,,Have certificate,,6.0,2026,"Nhà mặt phố, mặt tiền",Hẻm nhỏ,10.7763813,106.6039663
"Đường Đỗ Xuân Hợp, Phường Phước Long, TP Hồ Chí Minh",56.0,,,,4.0,,,,9.6,2026,"Nhà mặt phố, mặt tiền",Hẻm xe hơi,10.8140948,106.7770184
"Đường Bình Trị Đông, Phường Bình Trị Đông, TP Hồ Chí Minh",50.0,,,2.0,2.0,1.0,Have certificate,,4.88,2026,"Nhà ngõ, hẻm",Hẻm xe hơi,10.7721336,106.6092523
"Đường Nguyễn Văn Bứa, Xã Xuân Thới Sơn, TP Hồ Chí Minh",105.0,,,,3.0,3.0,,,3.65,2026,"Nhà mặt phố, mặt tiền",Hẻm nhỏ,10.8711657,106.5648823
"Đường Gò Dầu, Phường Tân Sơn Nhì, TP Hồ Chí Minh",60.0,Đông,,5.0,6.0,5.0,Have certificate,,9.0,2026,"Nhà mặt phố, mặt tiền",Hẻm nhỏ,10.7960036,106.6171504
"Đường Vĩnh Hội, Phường Vĩnh Hội, TP Hồ Chí Minh",17.5,,,,2.0,,,,4.6,2026,"Nhà ngõ, hẻm",Hẻm nhỏ,10.7551627,106.7028266
"Đường 904, Phường Tăng Nhơn Phú, TP Hồ Chí Minh",113.4,,,,4.0,,Have certificate,,5.9,2026,"Nhà ngõ, hẻm",Hẻm xe hơi,10.8527649,106.782473
"Đường Huỳnh Tấn Phát, Xã Nhà Bè, TP Hồ Chí Minh",113.5,,,1.0,4.0,4.0,Have certificate,Other,6.9,2026,"Nhà ngõ, hẻm",Hẻm xe hơi,10.7022031,106.7382082
"Đường số 8, Phường Thông Tây Hội, TP Hồ Chí Minh",27.0,,,,2.0,2.0,Have certificate,Basic,4.15,2026,"Nhà ngõ, hẻm",Hẻm nhỏ,10.8428209,106.6621431
"Đường Trần Thị Cờ, Phường Thới An, TP Hồ Chí Minh",126.0,,,,3.0,4.0,Have certificate,Full,12.0,2026,"Nhà mặt phố, mặt tiền",Hẻm xe hơi,10.8746653,106.6510606
"Đường Nguyễn Văn Quỳ, Phường Phú Thuận, TP Hồ Chí Minh",76.0,,,2.0,4.0,3.0,Have certificate,Other,7.2,2026,"Nhà ngõ, hẻm",Hẻm xe hơi,10.7402711,106.7403657
"Đường Mã Lò, Phường Bình Hưng Hòa, TP Hồ Chí Minh",50.0,,,4.0,3.0,3.0,Have certificate,Other,4.5,2026,"Nhà ngõ, hẻm",Hẻm xe hơi,10.7820713,106.5993134
"Đường Huỳnh Tấn Phát, Phường Tân Thuận, TP Hồ Chí Minh",44.0,,,3.0,4.0,5.0,Have certificate,Full,5.35,2026,"Nhà ngõ, hẻm",Hẻm nhỏ,10.754998,106.7253947
"Đường An Phú, Phường An Phú Đông, TP Hồ Chí Minh",39.3,,,2.0,3.0,2.0,Have certificate,Other,3.85,2026,"Nhà ngõ, hẻm",Hẻm nhỏ,10.8601395,106.708913
"Đường Đoàn Văn Bơ, Phường Khánh Hội, TP Hồ Chí Minh",40.0,,,2.0,2.0,2.0,Have certificate,,4.23,2026,"Nhà ngõ, hẻm",Hẻm nhỏ,10.7595714,106.7108543
"Đường Nguyễn Tư Giản, Phường An Hội Tây, TP Hồ Chí Minh",54.0,,,4.0,6.0,6.0,Have certificate,Full,5.49,2026,"Nhà ngõ, hẻm",Hẻm xe hơi,10.832526,106.6378524
"Đường Nguyễn Thị Tú, Phường Bình Tân, TP Hồ Chí Minh",56.0,,,3.0,5.0,5.0,Have certificate,Other,5.0,2026,"Nhà ngõ, hẻm",Hẻm xe hơi,10.8153905,106.5915325
"Đường Nguyễn Văn Quá, Phường Đông Hưng Thuận, TP Hồ Chí Minh",68.0,,,3.0,2.0,3.0,,,5.3,2026,"Nhà ngõ, hẻm",Hẻm nhỏ,10.8529134,106.6359313
"Đường Lê Đức Thọ, Phường An Nhơn, TP Hồ Chí Minh",72.0,,,,4.0,,Have certificate,,5.9,2026,"Nhà ngõ, hẻm",Hẻm nhỏ,10.8375549,106.680598
"Trần Huy Liệu, Phường Cầu Kiệu, TP Hồ Chí Minh",38.0,,,3.0,5.0,3.0,Have certificate,Other,7.65,2026,"Nhà ngõ, hẻm",Hẻm nhỏ,10.7961797,106.6777524
"Đường Phạm Văn Chiêu, Phường Thông Tây Hội, TP Hồ Chí Minh",52.0,,,3.0,3.0,3.0,Have certificate,Other,6.45,2026,"Nhà ngõ, hẻm",Hẻm nhỏ,10.8459653,106.642616
"Đường Số 1, Phường Tân Mỹ, TP Hồ Chí Minh",62.0,Đông,,3.0,4.0,,Have certificate,Full,9.3,2026,"Nhà ngõ, hẻm",Hẻm xe hơi,10.7062142,106.7293115
"Lê Văn Sỹ, Phường Nhiêu Lộc, TP Hồ Chí Minh",42.0,,,4.0,4.0,5.0,Have certificate,Other,11.75,2026,"Nhà ngõ, hẻm",Hẻm xe hơi,10.786042,106.6810248
"480/65/24, Phường Bình Quới, TP Hồ Chí Minh",179.0,Đông Bắc,,,3.0,2.0,Have certificate,Full,6.0,2026,"Nhà ngõ, hẻm",Hẻm nhỏ,10.8223775,106.7408465
"Đường Thạnh Lộc 19, Phường An Phú Đông, TP Hồ Chí Minh",56.0,,,2.0,3.0,,,,4.48,2026,"Nhà ngõ, hẻm",Hẻm xe hơi,10.8758544,106.6874808
"Đường Võ Văn Vân, Xã Tân Vĩnh Lộc, TP Hồ Chí Minh",48.0,,,,2.0,,Other,,2.19,2026,"Nhà ngõ, hẻm",Hẻm nhỏ,10.8126138,106.5791458
"Cách Mạng Tháng Tám, Phường Hòa Hưng, TP Hồ Chí Minh",44.0,,,2.0,3.0,2.0,Have certificate,Full,7.499,2026,"Nhà ngõ, hẻm",Hẻm xe hơi,10.9421987,106.6901765
"Đường Huỳnh Tấn Phát, Phường Tân Thuận, TP Hồ Chí Minh",60.0,,,,4.0,,Have certificate,Other,6.5,2026,"Nhà ngõ, hẻm",Hẻm xe hơi,10.754998,106.7253947
"Đường Quang Trung, Phường Gò Vấp, TP Hồ Chí Minh",34.2,,,1.0,2.0,2.0,Have certificate,,4.98,2026,"Nhà ngõ, hẻm",Hẻm nhỏ,10.8281243,106.6783087
"Đường Hồ Học Lãm, Phường An Lạc, TP Hồ Chí Minh",155.0,,,1.0,2.0,2.0,Have certificate,Full,9.0,2026,"Nhà ngõ, hẻm",Hẻm xe hơi,10.7240905,106.6075678
"Số 2, Phường Hạnh Thông, TP Hồ Chí Minh",32.0,,,3.0,2.0,3.0,Have certificate,,3.99,2026,"Nhà ngõ, hẻm",Hẻm nhỏ,10.8206442,106.6748041
"Đường Võ Văn Ngân, Phường Thủ Đức, TP Hồ Chí Minh",58.0,,,4.0,7.0,7.0,Have certificate,Other,9.9,2026,"Nhà mặt phố, mặt tiền",Hẻm xe hơi,10.8496978,106.7691507
"Đường Tỉnh lộ 10, Phường Tân Tạo, TP Hồ Chí Minh",56.0,,,4.0,4.0,3.0,Have certificate,Other,4.9,2026,"Nhà ngõ, hẻm",Hẻm xe hơi,10.7564109,106.6050324
"Đường số 2A, Phường Bình Hưng Hòa, TP Hồ Chí Minh",48.0,,,4.0,4.0,4.0,Have certificate,Other,6.099,2026,"Nhà ngõ, hẻm",Hẻm xe hơi,10.7843042,106.6060782
"Đường Quang Trung, Phường An Hội Tây, TP Hồ Chí Minh",50.0,,,2.0,2.0,2.0,Have certificate,Other,3.95,2026,"Nhà ngõ, hẻm",Hẻm xe hơi,10.8425987,106.6442803
"Đường Hiệp Thành 22, Phường Tân Thới Hiệp, TP Hồ Chí Minh",125.0,,,2.0,6.0,6.0,Have certificate,Basic,11.9,2026,"Nhà mặt phố, mặt tiền",Hẻm nhỏ,10.8658032,106.6346748
"HT 26, Phường Tân Thới Hiệp, TP Hồ Chí Minh",92.0,,,1.0,2.0,2.0,Have certificate,,5.9,2026,"Nhà mặt phố, mặt tiền",Hẻm nhỏ,10.8706159,106.6501697
"Đường Tỉnh lộ 10, Phường Tân Tạo, TP Hồ Chí Minh",56.0,,,2.0,2.0,1.0,Have certificate,Full,3.2,2026,"Nhà ngõ, hẻm",Hẻm nhỏ,10.7564109,106.6050324
"Đường Huỳnh Tấn Phát, Phường Phú Thuận, TP Hồ Chí Minh",98.0,,,1.0,3.0,1.0,Have certificate,Other,5.9,2026,"Nhà ngõ, hẻm",Hẻm nhỏ,10.7097427,106.737263
"Đường Bùi Tư Toàn, Phường An Lạc, TP Hồ Chí Minh",74.0,Bắc,,4.0,4.0,4.0,Have certificate,,7.35,2026,"Nhà ngõ, hẻm",Hẻm nhỏ,10.7315668,106.6173823
"Đường Huỳnh Tấn Phát, Phường Phú Thuận, TP Hồ Chí Minh",80.0,,,5.0,6.0,5.0,Have certificate,Full,6.3,2026,"Nhà ngõ, hẻm",Hẻm nhỏ,10.7097427,106.737263
"Đường Bình Thành, Phường Bình Tân, TP Hồ Chí Minh",64.0,,,4.0,4.0,4.0,,,5.8,2026,"Nhà ngõ, hẻm",Hẻm xe hơi,10.8140737,106.5869931
"Đường Gò Ô Môi, Phường Phú Thuận, TP Hồ Chí Minh",60.0,,,,2.0,,Have certificate,,8.6,2026,"Nhà mặt phố, mặt tiền",Hẻm xe hơi,10.7300906,106.7378528
"Đường Huỳnh Tấn Phát, Xã Nhà Bè, TP Hồ Chí Minh",50.0,,,2.0,3.0,2.0,Have certificate,,3.7,2026,"Nhà ngõ, hẻm",Hẻm nhỏ,10.7022031,106.7382082
"Đường Tân Hòa Đông, Phường Phú Lâm, TP Hồ Chí Minh",28.0,,,1.0,2.0,2.0,Have certificate,,3.75,2026,"Nhà ngõ, hẻm",Hẻm nhỏ,10.7603458,106.6270678
"Đường Hương Lộ 2, Phường Bình Trị Đông, TP Hồ Chí Minh",48.0,,,2.0,2.0,2.0,Have certificate,,3.899,2026,"Nhà mặt phố, mặt tiền",Hẻm xe hơi,10.7676508,106.6019928
"Đường Nguyễn Xiển, Phường Long Bình, TP Hồ Chí Minh",59.0,,,,2.0,2.0,Have certificate,,4.0,2026,"Nhà mặt phố, mặt tiền",Hẻm xe hơi,10.8830434,106.8345851
"Đường Lê Đình Thám, Phường Tân Sơn Nhì, TP Hồ Chí Minh",70.0,,,,2.0,,Have certificate,,5.1,2026,"Nhà ngõ, hẻm",Hẻm xe hơi,10.7966763,106.6250781
"Đường Phạm Văn Bạch, Phường Tân Sơn, TP Hồ Chí Minh",33.0,,,2.0,2.0,2.0,Have certificate,Full,4.5,2026,"Nhà ngõ, hẻm",Hẻm nhỏ,10.8155712,106.6336177
"Đường Tô Ngọc Vân, Phường Tam Bình, TP Hồ Chí Minh",70.0,Tây,,2.0,2.0,2.0,Have certificate,Other,6.15,2026,"Nhà ngõ, hẻm",Hẻm xe hơi,10.8678421,106.7352219
"Đường Tây Thạnh, Phường Tây Thạnh, TP Hồ Chí Minh",100.0,,,1.0,2.0,2.0,Have certificate,,11.0,2026,"Nhà mặt phố, mặt tiền",Hẻm nhỏ,10.8202725,106.6304133
"Đường Đình Phong Phú, Phường Tăng Nhơn Phú, TP Hồ Chí Minh",85.0,,,2.0,3.0,3.0,Have certificate,Other,6.85,2026,"Nhà ngõ, hẻm",Hẻm xe hơi,10.8336231,106.7834125
"Đường Trần Xuân Soạn, Phường Tân Hưng, TP Hồ Chí Minh",56.0,,,2.0,4.0,2.0,Have certificate,,5.25,2026,"Nhà ngõ, hẻm",Hẻm nhỏ,10.747078,106.6993185
"Vạn Hạnh 6, Xã Bà Điểm, TP Hồ Chí Minh",82.5,,,2.0,2.0,,Have certificate,,6.19,2026,"Nhà mặt phố, mặt tiền",Hẻm nhỏ,10.8672835,106.6133054
"Đường Quang Trung, Phường Thông Tây Hội, TP Hồ Chí Minh",65.0,,,5.0,4.0,4.0,Have certificate,Full,9.1,2026,"Nhà ngõ, hẻm",Hẻm xe hơi,10.8425987,106.6442803
"Đường Nguyễn Duy Dương, Phường Vườn Lài, TP Hồ Chí Minh",30.0,Đông,,5.0,3.0,3.0,Have certificate,Basic,6.2,2026,"Nhà ngõ, hẻm",Hẻm xe hơi,10.7642765,106.6702317
"Đường Chiến Lược, Phường Bình Trị Đông, TP Hồ Chí Minh",48.6,Tây,,4.0,3.0,3.0,Have certificate,Full,4.95,2026,"Nhà ngõ, hẻm",Hẻm xe hơi,10.7611404,106.6063322
"Đường Nơ Trang Long, Phường Bình Thạnh, TP Hồ Chí Minh",55.0,,,2.0,2.0,2.0,Have certificate,Other,7.9,2026,"Nhà ngõ, hẻm",Hẻm xe hơi,10.8145718,106.7003341
"Hẻm 48 Hồ Biểu Chánh, Phường Phú Nhuận, TP Hồ Chí Minh",25.0,,,3.0,3.0,3.0,Have certificate,Full,5.98,2026,"Nhà ngõ, hẻm",Hẻm nhỏ,10.7927271,106.6754972
"Đường số 4, Phường Linh Xuân, TP Hồ Chí Minh",107.0,,,,2.0,2.0,,,4.899,2026,"Nhà ngõ, hẻm",Hẻm nhỏ,10.8758915,106.7693577
"Đường Phạm Văn Hai, Phường Tân Sơn Nhất, TP Hồ Chí Minh",110.0,,,,1.0,,Have certificate,,11.5,2026,"Nhà ngõ, hẻm",Hẻm nhỏ,10.7916072,106.6608146
"Hẻm 162 Xóm Chiếu, Phường Khánh Hội, TP Hồ Chí Minh",57.0,,,4.0,6.0,4.0,Have certificate,Full,6.29,2026,"Nhà ngõ, hẻm",Hẻm nhỏ,10.7571704,106.7100273
"đường 30, Phường Hiệp Bình, TP Hồ Chí Minh",55.0,,,3.0,4.0,3.0,,,7.1,2026,"Nhà ngõ, hẻm",Hẻm xe hơi,10.855994,106.7480139
"Đường Số 138, Phường Tăng Nhơn Phú, TP Hồ Chí Minh",60.0,,,,2.0,2.0,Have certificate,,3.7,2026,"Nhà ngõ, hẻm",Hẻm xe hơi,10.8633793,106.810896
"Đường 26 Tháng 3, Phường Bình Hưng Hòa, TP Hồ Chí Minh",70.0,,,4.0,5.0,4.0,Have certificate,Full,7.0,2026,"Nhà ngõ, hẻm",Hẻm xe hơi,10.7971168,106.6048285
"Gò Xoài, Phường Bình Hưng Hòa, TP Hồ Chí Minh",60.0,,,3.0,3.0,3.0,Have certificate,Basic,5.4,2026,"Nhà ngõ, hẻm",Hẻm xe hơi,10.783665,106.6036885
"89, Phường Đông Hưng Thuận, TP Hồ Chí Minh",45.0,Tây Bắc,,1.0,2.0,1.0,Have certificate,,2.99,2026,"Nhà ngõ, hẻm",Hẻm nhỏ,10.835914,106.6221978
"86/31, Phường Bình Hưng Hòa, TP Hồ Chí Minh",48.0,Nam,,2.0,2.0,2.0,Have certificate,Basic,4.9,2026,"Nhà ngõ, hẻm",Hẻm xe hơi,10.7979027,106.6032118
