address,area,house_direction,balcony_direction,floors,bedrooms,bathrooms,legal_status,furniture_state,price,year,property_type,property_feature,lat,lng
"Đường Ấp 4, Xã Phong Phú, Bình Chánh, Hồ Chí Minh",90.0,Đông Bắc,Đông Bắc,1.0,2.0,1.0,Have certificate,Basic,3.55,2024,"Nhà mặt phố, mặt tiền",Hẻm nhỏ,10.69879192,106.6432805
"383, Đường Quang Trung, Phường 10, Gò Vấp, Hồ Chí Minh",31.0,Đông Nam,,2.0,2.0,2.0,Have certificate,Full,3.35,2024,"Nhà mặt phố, mặt tiền",Hẻm nhỏ,10.83026001,106.6699301
"Đường Lã Xuân Oai, Phường Long Trường, Quận 9, Hồ Chí Minh",50.0,,,3.0,3.0,2.0,Have certificate,,5.99,2024,Unknown,Unknown,10.8172165,106.8106038
"Đường Phan Xích Long, Phường 7, Phú Nhuận, Hồ Chí Minh",40.0,,,5.0,5.0,,Have certificate,Full,6.9,2024,"Nhà mặt phố, mặt tiền",Hẻm nhỏ,10.79908595,106.6865221
"Đường Số 21, Phường 8, Gò Vấp, Hồ Chí Minh",36.0,,,2.0,2.0,2.0,Have certificate,Full,4.45,2024,"Nhà mặt phố, mặt tiền",Hẻm nhỏ,10.84122987,106.6508073
"Đường Hòa Bình, Phường Tân Thới Hòa, Tân Phú, Hồ Chí Minh",80.0,Bắc,,2.0,3.0,2.0,Have certificate,Full,8.4,2024,"Nhà mặt phố, mặt tiền",Hẻm nhỏ,10.76944353,106.6342029
"Đường Nguyễn Thị Thập, Phường Bình Thuận, Quận 7, Hồ Chí Minh",50.0,,,,,,,,4.4,2024,Unknown,Unknown,10.7378975,106.7231024
"Đường Lý Thánh Tông, Phường Tân Thới Hòa, Tân Phú, Hồ Chí Minh",64.0,Bắc,,2.0,2.0,2.0,,,7.1,2024,"Nhà mặt phố, mặt tiền",Hẻm xe hơi,10.76668274,106.6275961
"Đường Thoại Ngọc Hầu, Phường Phú Thạnh, Tân Phú, Hồ Chí Minh",80.0,Đông Nam,Đông Nam,3.0,3.0,2.0,Have certificate,,8.95,2024,"Nhà mặt phố, mặt tiền",Hẻm xe hơi,10.77815077,106.6296379
"Đường Đoàn Văn Bơ, Phường 16, Quận 4, Hồ Chí Minh",36.0,Đông Bắc,Đông Bắc,1.0,2.0,2.0,Have certificate,,3.0,2024,"Nhà mặt phố, mặt tiền",Unknown,10.75816063,106.7123777
"Phường Hiệp Thành, Quận 12, Hồ Chí Minh",90.0,Đông Bắc,,4.0,4.0,5.0,,,6.55,2024,"Nhà ngõ, hẻm",Hẻm xe hơi,10.88051448,106.6403125
"Đường Huỳnh Văn Một, Phường Hiệp Tân, Tân Phú, Hồ Chí Minh",72.0,,,1.0,2.0,1.0,Have certificate,Basic,8.9,2024,"Nhà ngõ, hẻm",Hẻm xe hơi,10.77507934,106.6304664
"Đường Huỳnh Thị Hai, Phường Tân Chánh Hiệp, Quận 12, Hồ Chí Minh",148.0,,,,,,,,6.25,2024,"Nhà mặt phố, mặt tiền",Hẻm nhỏ,10.86732548,106.6293263
"Đường Nguyễn Văn Đậu, Phường 11, Bình Thạnh, Hồ Chí Minh",36.0,,,2.0,2.0,2.0,Have certificate,Full,3.75,2024,"Nhà mặt phố, mặt tiền",Unknown,10.8119746,106.6925044
"Phước Long B, Quận 9, Hồ Chí Minh",140.0,,,2.0,,,Have certificate,,7.0,2024,"Nhà mặt phố, mặt tiền",Hẻm xe hơi,10.81217612,106.7858126
"Đường Trung Chánh, Xã Trung Chánh, Hóc Môn, Hồ Chí Minh",202.0,,,1.0,6.0,5.0,Have certificate,Full,9.0,2024,"Nhà mặt phố, mặt tiền",Hẻm xe hơi,10.87378226,106.6104216
"Đường Nguyễn Văn Quá, Phường Đông Hưng Thuận, Quận 12, Hồ Chí Minh",61.0,,,2.0,2.0,3.0,,,8.1,2024,Unknown,Unknown,10.8413003,106.630303
"Đường Bùi Đình Túy, Phường 24, Bình Thạnh, Hồ Chí Minh",20.0,,,2.0,2.0,2.0,Have certificate,Full,3.45,2024,"Nhà mặt phố, mặt tiền",Hẻm nhỏ,10.8077212,106.7024176
"Đường Huỳnh Văn Bánh, Phường 12, Phú Nhuận, Hồ Chí Minh",7.0,,,3.0,2.0,1.0,Have certificate,Full,1.75,2024,"Nhà ngõ, hẻm",Hẻm nhỏ,10.7921649,106.6777639
"Đường Bình Phú, Phường Tam Phú, Thủ Đức, Hồ Chí Minh",100.0,,,1.0,1.0,1.0,,,6.9,2024,"Nhà mặt phố, mặt tiền",Hẻm xe hơi,10.85490409,106.7346876
"Đường Lê Đức Thọ, Phường 13, Gò Vấp, Hồ Chí Minh",52.0,,,4.0,5.0,6.0,Have certificate,Full,5.5,2024,"Nhà mặt phố, mặt tiền",Hẻm nhỏ,10.8554446,106.6555147
"Đường Huỳnh Tấn Phát, Thị trấn Nhà Bè, Nhà Bè, Hồ Chí Minh",50.0,,,4.0,4.0,5.0,Have certificate,Full,5.6,2024,"Nhà ngõ, hẻm",Hẻm xe hơi,10.6928199,106.7408461
"Dự án Senturia Nam Sài Gòn, Đường Nguyễn Văn Linh, Xã Bình Hưng, Bình Chánh, Hồ Chí Minh",56.5,Bắc,,4.0,4.0,4.0,Have certificate,,6.1,2024,"Nhà mặt phố, mặt tiền",Hẻm xe hơi,10.7214942,106.6700739
"Đường Cư Xá Phú Lâm D, Phường 10, Quận 6, Hồ Chí Minh.",74.0,,,,,,Have certificate,,8.6,2024,"Nhà mặt phố, mặt tiền",Unknown,10.73913379,106.6318036
"Đường Lê Quang Định, Phường 1, Gò Vấp, Hồ Chí Minh",67.0,,,1.0,2.0,2.0,Have certificate,,4.6,2024,Unknown,Unknown,10.81931767,106.689887
"Đường Hiệp Nhất, Phường 4, Tân Bình, Hồ Chí Minh",55.0,,,4.0,3.0,3.0,,,9.0,2024,"Nhà mặt phố, mặt tiền",Unknown,10.79261277,106.6569246
"Đường Thới An 11, Phường Thới An, Quận 12, Hồ Chí Minh",60.0,,,4.0,5.0,5.0,Have certificate,,4.69,2024,"Nhà mặt phố, mặt tiền",Hẻm xe hơi,10.88342045,106.6500239
"Đường Nguyễn Văn Khối, Phường 11, Gò Vấp, Hồ Chí Minh",57.0,,,4.0,4.0,3.0,Have certificate,,6.0,2024,"Nhà mặt phố, mặt tiền",Hẻm nhỏ,10.8421452,106.6598206
"Phường Đa Kao, Quận 1, Hồ Chí Minh",50.0,,,,,,,,8.9,2024,Unknown,Unknown,10.78829134,106.6973749
"Đường Nguyễn Ảnh Thủ, Phường Hiệp Thành, Quận 12, Hồ Chí Minh",30.0,,,1.0,1.0,1.0,Have certificate,,1.88,2024,"Nhà mặt phố, mặt tiền",Hẻm xe hơi,10.878942,106.6373686
"Dự án Vinhomes Grand Park, Phường Long Thạnh Mỹ, Quận 9, Hồ Chí Minh",41.0,,,1.0,,,Have certificate,,7.0,2024,Unknown,Unknown,10.8364014,106.8443424
"Dự án Q7 Saigon Riverside, Đường Đào Trí, Phường Phú Thuận, Quận 7, Hồ Chí Minh",91.7,Bắc,,,,,,,7.8,2024,"Nhà mặt phố, mặt tiền",Hẻm xe hơi,10.7215243,106.7427686
"Đường Đoàn Văn Bơ, Phường 14, Quận 4, Hồ Chí Minh",21.7,,,2.0,2.0,2.0,Have certificate,,2.4,2024,"Nhà mặt phố, mặt tiền",Unknown,10.75913684,106.7105478
"Đường Lê Đức Thọ, Phường 16, Gò Vấp, Hồ Chí Minh",46.0,,,2.0,2.0,3.0,Have certificate,Full,5.1,2024,"Nhà mặt phố, mặt tiền",Hẻm nhỏ,10.84750713,106.6688682
"Đường Nguyễn Văn Khối, Phường 8, Gò Vấp, Hồ Chí Minh",48.8,,,2.0,3.0,2.0,Have certificate,,6.4,2024,"Nhà mặt phố, mặt tiền",Hẻm nhỏ,10.8434031,106.6514678
"Đường Nguyễn Ảnh Thủ, Phường Hiệp Thành, Quận 12, Hồ Chí Minh",58.0,,,3.0,4.0,3.0,Have certificate,Basic,4.75,2024,"Nhà mặt phố, mặt tiền",Hẻm xe hơi,10.878942,106.6373686
"Đường Nguyễn Văn Quá, Phường Đông Hưng Thuận, Quận 12, Hồ Chí Minh",50.0,,,3.0,3.0,3.0,Have certificate,Full,5.3,2024,"Nhà mặt phố, mặt tiền",Hẻm xe hơi,10.8413003,106.630303
"Đường Quang Trung, Phường 8, Gò Vấp, Hồ Chí Minh",74.0,,,2.0,3.0,2.0,Have certificate,,5.15,2024,"Nhà ngõ, hẻm",Hẻm nhỏ,10.83861991,106.649884
"Đường Lê Thị Riêng, Phường Thới An, Quận 12, Hồ Chí Minh",72.0,,,4.0,4.0,4.0,Have certificate,Basic,5.45,2024,"Nhà mặt phố, mặt tiền",Hẻm xe hơi,10.87627428,106.6548622
"Đường Phạm Văn Chiêu, Phường 14, Gò Vấp, Hồ Chí Minh",19.5,,,2.0,2.0,2.0,Have certificate,,2.8,2024,"Nhà mặt phố, mặt tiền",Hẻm nhỏ,10.84846286,106.6486143
"Đường Số 8, Phường Tăng Nhơn Phú B, Quận 9, Hồ Chí Minh",60.0,,,3.0,3.0,3.0,,,4.44,2024,"Nhà mặt phố, mặt tiền",Hẻm xe hơi,10.8340507,106.7770857
"Đường Thống Nhất, Phường 16, Gò Vấp, Hồ Chí Minh",29.3,Đông Bắc,,2.0,2.0,2.0,Have certificate,Full,3.75,2024,"Nhà mặt phố, mặt tiền",Hẻm xe hơi,10.84541113,106.6647845
"Đường Lạc Long Quân, Phường 10, Tân Bình, Hồ Chí Minh",32.0,,,3.0,2.0,2.0,Have certificate,,3.7,2024,"Nhà mặt phố, mặt tiền",Hẻm nhỏ,10.7764675,106.6491717
"Đường Nguyễn Bình, Xã Nhơn Đức, Nhà Bè, Hồ Chí Minh",80.3,,,3.0,4.0,5.0,Have certificate,Basic,6.4,2024,"Nhà mặt phố, mặt tiền",Hẻm xe hơi,10.6715083,106.7238469
"Đường Trần Trọng Cung, Phường Tân Thuận Đông, Quận 7, Hồ Chí Minh",98.0,,,2.0,3.0,2.0,Have certificate,Full,10.0,2024,"Nhà mặt phố, mặt tiền",Hẻm xe hơi,10.7434585,106.7340767
"Đường Tân Hòa Đông, Phường 14, Quận 6, Hồ Chí Minh",60.0,Tây Bắc,,,2.0,2.0,Have certificate,,4.79,2024,"Nhà mặt phố, mặt tiền",Hẻm nhỏ,10.75575615,106.6329486
"Phường Linh Đông, Thủ Đức, Hồ Chí Minh",60.0,,,4.0,4.0,4.0,Have certificate,Full,6.29,2024,"Nhà mặt phố, mặt tiền",Hẻm nhỏ,10.84716423,106.7454961
"Đường Hà Huy Giáp, Phường Thạnh Lộc, Quận 12, Hồ Chí Minh",55.0,Nam,Nam,4.0,4.0,5.0,Have certificate,Basic,6.77,2024,"Nhà mặt phố, mặt tiền",Hẻm xe hơi,10.8776548,106.6777929
"Đường Hà Huy Giáp, Phường Thạnh Xuân, Quận 12, Hồ Chí Minh",70.0,Đông,Đông,3.0,4.0,5.0,Have certificate,Full,6.49,2024,"Nhà mặt phố, mặt tiền",Hẻm xe hơi,10.87860564,106.6781822
"Đường Nguyễn Văn Đậu, Phường 5, Bình Thạnh, Hồ Chí Minh",64.0,,,4.0,,,Have certificate,Full,8.5,2024,Unknown,Unknown,10.81081215,106.6902411
"Đường  Nguyễn Xí, Phường 26, Bình Thạnh, Hồ Chí Minh",44.0,,,2.0,2.0,2.0,Have certificate,Full,5.1,2024,"Nhà mặt phố, mặt tiền",Hẻm nhỏ,10.81702595,106.7062137
"Đường Huỳnh Tấn Phát, Phường Phú Mỹ, Quận 7, Hồ Chí Minh",50.0,,,4.0,4.0,4.0,Have certificate,Full,7.1,2024,"Nhà mặt phố, mặt tiền",Hẻm nhỏ,10.71429255,106.7369703
"Đường Quang Trung, Phường 10, Gò Vấp, Hồ Chí Minh",50.0,,,4.0,4.0,3.0,Have certificate,Full,6.8,2024,"Nhà mặt phố, mặt tiền",Hẻm nhỏ,10.828051,106.6749588
"Đường Điện Biên Phủ, Phường 3, Quận 3, Hồ Chí Minh",24.0,Đông,,5.0,3.0,4.0,Have certificate,Basic,6.1,2024,Unknown,Unknown,10.7715178,106.6775807
"Đường Phan Văn Trị, Phường 11, Bình Thạnh, Hồ Chí Minh",66.0,,,5.0,4.0,3.0,,,9.3,2024,"Nhà mặt phố, mặt tiền",Hẻm xe hơi,10.81886213,106.6947542
"Hẻm 2503/1/, Đường Huỳnh Tấn Phát, Xã Phú Xuân, Nhà Bè, Hồ Chí Minh",90.0,Đông Bắc,,1.0,2.0,2.0,Have certificate,,4.0,2024,"Nhà mặt phố, mặt tiền",Hẻm nhỏ,10.68039178,106.7496057
"HXH 2/, Đường Lê Trọng Tấn, Phường Bình Hưng Hòa, Bình Tân, Hồ Chí Minh",150.0,,,,2.0,2.0,Have certificate,,8.2,2024,"Nhà mặt phố, mặt tiền",Unknown,10.8142289,106.6058255
"Đường Nguyễn Thị Thập, Phường Bình Thuận, Quận 7, Hồ Chí Minh",56.0,,,2.0,3.0,,Have certificate,,4.5,2024,"Nhà mặt phố, mặt tiền",Hẻm nhỏ,10.7378975,106.7231024
"274/17 Đường Nguyễn Văn Tạo, Xã Long Thới, Nhà Bè, Hồ Chí Minh",85.0,Đông,Đông Bắc,2.0,3.0,3.0,Have certificate,Basic,4.75,2024,"Nhà mặt phố, mặt tiền",Hẻm xe hơi,10.6543898,106.729012
"Dự án The Sun Avenue, Đường Mai Chí Thọ, Phường An Phú, Quận 2, Hồ Chí Minh",40.0,,,,,,,,7.0,2024,Unknown,Unknown,10.7854761,106.7481594
"Đường Số 21, Phường 8, Gò Vấp, Hồ Chí Minh",50.0,,,4.0,3.0,5.0,Have certificate,Full,8.25,2024,"Nhà mặt phố, mặt tiền",Hẻm xe hơi,10.84122987,106.6508073
"Đường Hà Huy Giáp, Phường Thạnh Lộc, Quận 12, Hồ Chí Minh",60.0,Tây Nam,,3.0,4.0,5.0,Have certificate,Full,7.1,2024,"Nhà mặt phố, mặt tiền",Hẻm xe hơi,10.8776548,106.6777929
"Đường Nguyễn Bình, Xã Nhơn Đức, Nhà Bè, Hồ Chí Minh",87.0,,,4.0,5.0,5.0,Have certificate,Full,6.5,2024,"Nhà mặt phố, mặt tiền",Hẻm xe hơi,10.6715083,106.7238469
"Đường Huỳnh Tấn Phát, Thị trấn Nhà Bè, Nhà Bè, Hồ Chí Minh",50.6,,,3.0,4.0,3.0,Have certificate,Basic,5.2,2024,"Nhà ngõ, hẻm",Hẻm xe hơi,10.6928199,106.7408461
"Đường Huỳnh Tấn Phát, Xã Phú Xuân, Nhà Bè, Hồ Chí Minh",100.0,,,4.0,4.0,5.0,Have certificate,Full,7.5,2024,Unknown,Unknown,10.67902644,106.7497299
"Đường Nguyễn Trọng Tuyển, Phường 1, Tân Bình, Hồ Chí Minh",50.0,,,3.0,2.0,3.0,Have certificate,Basic,9.5,2024,Unknown,Unknown,10.79835564,106.6669966
"Đường 12 Phạm Văn Đồng , Phường Hiệp Bình Chánh, Thủ Đức, Hồ Chí Minh",55.0,,,4.0,4.0,4.0,Have certificate,,7.49,2024,"Nhà mặt phố, mặt tiền",Hẻm xe hơi,10.8309312,106.7243395
"Đường Số 2, Phường 16, Gò Vấp, Hồ Chí Minh",65.0,,,5.0,5.0,6.0,Have certificate,Full,8.45,2024,Unknown,Unknown,10.84705208,106.6615467
"Đường Số 10, Phường Bình Hưng Hòa, Bình Tân, Hồ Chí Minh",70.0,,,5.0,5.0,6.0,Have certificate,Full,6.49,2024,"Nhà mặt phố, mặt tiền",Unknown,10.79816837,106.6010883
"Phường 7, Quận 5, Hồ Chí Minh",44.0,,,4.0,3.0,3.0,Have certificate,Full,9.0,2024,Unknown,Unknown,10.75425556,106.6689439
"Quốc lộ 1, Phường Thạnh Xuân, Quận 12, Hồ Chí Minh",53.0,Đông Bắc,,3.0,4.0,4.0,Have certificate,,5.2,2024,"Nhà mặt phố, mặt tiền",Hẻm xe hơi,10.8616097,106.6715116
"Dự án Nhà ở Vạn Xuân Bắc Sài Gòn, Đường Hà Huy Giáp, Phường Thạnh Lộc, Quận 12, Hồ Chí Minh",53.0,Nam,,4.0,4.0,5.0,,,6.8,2024,"Nhà mặt phố, mặt tiền",Hẻm xe hơi,10.8743643,106.6769208
"Đường Tân Quý, Phường Tân Quý, Tân Phú, Hồ Chí Minh",70.0,,,4.0,5.0,5.0,Have certificate,Basic,8.25,2024,"Nhà ngõ, hẻm",Hẻm xe hơi,10.79769072,106.6197453
"Đường Âu Dương Lân, Phường 3, Quận 8, Hồ Chí Minh",68.4,,,3.0,4.0,5.0,Have certificate,,8.5,2024,"Nhà ngõ, hẻm",Hẻm xe hơi,10.74322287,106.6844947
"Đường Thạnh Xuân 24, Phường Thạnh Xuân, Quận 12, Hồ Chí Minh",50.1,Tây Nam,,3.0,4.0,5.0,Have certificate,,5.25,2024,"Nhà ngõ, hẻm",Hẻm xe hơi,10.87741109,106.6714564
"134 Đường Nguyễn Thị Thập, Phường Bình Thuận, Quận 7, Hồ Chí Minh",40.0,Tây,Tây,3.0,4.0,3.0,Have certificate,Basic,5.9,2024,"Nhà mặt phố, mặt tiền",Hẻm xe hơi,10.73818155,106.7201558
"749 Đường Huỳnh Tấn Phát, Phường Phú Thuận, Quận 7, Hồ Chí Minh",120.0,Bắc,Bắc,2.0,8.0,8.0,Have certificate,,4.5,2024,"Nhà mặt phố, mặt tiền",Hẻm nhỏ,10.7350205,106.730917
"Hẻm 108, Đường Lê Văn Lương, Phường Tân Hưng, Quận 7, Hồ Chí Minh",60.0,Nam,Nam,2.0,4.0,2.0,Sale contract,,1.89,2024,"Nhà mặt phố, mặt tiền",Hẻm nhỏ,10.74905426,106.7035577
"Đường Lạc Long Quân, Phường 11, Tân Bình, Hồ Chí Minh",48.0,,,5.0,4.0,5.0,Have certificate,Full,8.0,2024,"Nhà mặt phố, mặt tiền",Hẻm nhỏ,10.78585214,106.6510701
"Đường Gò Dưa, Phường Tam Bình, Thủ Đức, Hồ Chí Minh",26.0,,,,2.0,,,,1.75,2024,Unknown,Unknown,10.8693343,106.7366687
"Phường Linh Đông, Thủ Đức, Hồ Chí Minh",52.1,,,2.0,2.0,2.0,Have certificate,,4.9,2024,"Nhà mặt phố, mặt tiền",Hẻm nhỏ,10.84716423,106.7454961
"Đường Ba Vân, Phường 14, Tân Bình, Hồ Chí Minh",39.0,,,4.0,3.0,4.0,Have certificate,Full,8.0,2024,"Nhà mặt phố, mặt tiền",Hẻm nhỏ,10.79571498,106.6404715
"Đường Bùi Quang Là, Phường 12, Gò Vấp, Hồ Chí Minh",60.0,,,2.0,3.0,2.0,Have certificate,,5.6,2024,Unknown,Unknown,10.83513559,106.6394868
"Đường 16, Phường Linh Đông, Thủ Đức, Hồ Chí Minh",79.0,Đông Nam,,,3.0,,,,4.05,2024,Unknown,Unknown,10.85297026,106.7495459
"121C, Đường Cư xá Phú Thọ Hòa, Phường 5, Quận 11, Hồ Chí Minh",51.0,Đông Nam,,4.0,4.0,3.0,Have certificate,Full,9.2,2024,"Nhà mặt phố, mặt tiền",Hẻm xe hơi,10.7688097,106.6443062
"Đường Lạc Long Quân, Phường 3, Quận 11, Hồ Chí Minh",37.0,,,4.0,4.0,4.0,Have certificate,Full,4.18,2024,"Nhà mặt phố, mặt tiền",Hẻm nhỏ,10.764389,106.6416519
"Đường  Trần Xuân Soạn, Phường Tân Hưng, Quận 7, Hồ Chí Minh",66.0,,,5.0,4.0,5.0,Have certificate,Full,9.25,2024,"Nhà mặt phố, mặt tiền",Hẻm nhỏ,10.7378995,106.6958613
"Đường Trương Thị Hoa, Phường Tân Thới Hiệp, Quận 12, Hồ Chí Minh",60.0,Đông Nam,,3.0,3.0,3.0,Have certificate,Full,4.9,2024,Unknown,Unknown,10.86440701,106.6451547
"Đường Hồ Biểu Chánh, Phường 11, Phú Nhuận, Hồ Chí Minh",36.0,,,4.0,5.0,3.0,Have certificate,Full,6.7,2024,Unknown,Unknown,10.79256772,106.6763944
"Đường Hoàng Hoa Thám, Phường 5, Bình Thạnh, Hồ Chí Minh",64.0,,,4.0,4.0,5.0,Have certificate,Full,8.5,2024,"Nhà mặt phố, mặt tiền",Hẻm xe hơi,10.80941818,106.6849943
"Đường 4, Phường Trường Thọ, Thủ Đức, Hồ Chí Minh",200.0,,,2.0,2.0,2.0,Have certificate,Basic,9.5,2024,"Nhà mặt phố, mặt tiền",Hẻm nhỏ,10.83856798,106.7616045
"Đường Phan Văn Sửu, Phường 13, Tân Bình, Hồ Chí Minh",52.0,,,4.0,4.0,2.0,,,10.0,2024,Unknown,Unknown,10.80569797,106.6381384
"Dự án The Signature, Đường 16, Phường Tân Phú, Quận 7, Hồ Chí Minh",66.0,Nam,Nam,2.0,,,Have certificate,Basic,5.3,2024,"Nhà ngõ, hẻm",Hẻm xe hơi,10.7248121,106.7281833
"Đường Đặng Văn Ngữ, Phường 14, Phú Nhuận, Hồ Chí Minh",45.0,,,2.0,2.0,2.0,Have certificate,Full,8.2,2024,"Nhà mặt phố, mặt tiền",Unknown,10.7928047,106.6682924
"Đường 2, Phường Phú Mỹ, Quận 7, Hồ Chí Minh",60.0,Bắc,Bắc,4.0,4.0,5.0,Have certificate,Full,9.1,2024,"Nhà mặt phố, mặt tiền",Hẻm xe hơi,10.7148964,106.7344067
"Đường Bùi Văn Ngữ, Phường Hiệp Thành, Quận 12, Hồ Chí Minh",26.0,,,2.0,2.0,2.0,,,1.68,2024,"Nhà ngõ, hẻm",Hẻm nhỏ,10.88753545,106.6325826
"Đường Phạm Văn Chí, Phường 7, Quận 6, Hồ Chí Minh",68.0,,,3.0,5.0,4.0,Have certificate,,7.45,2024,Unknown,Unknown,10.73807015,106.6352013
"Đường Ngô Bệ, Phường 13, Tân Bình, Hồ Chí Minh",93.6,,,,4.0,3.0,,,9.1,2024,Unknown,Unknown,10.80373415,106.6416536
"Đường Xô Viết Nghệ Tĩnh, Phường 26, Bình Thạnh, Hồ Chí Minh",50.0,,,3.0,4.0,3.0,Have certificate,Full,6.65,2024,"Nhà mặt phố, mặt tiền",Hẻm nhỏ,10.8110484,106.7137928
"Đường Thống Nhất, Phường Trường Thọ, Thủ Đức, Hồ Chí Minh",82.5,Đông Bắc,Nam,3.0,3.0,3.0,Have certificate,Basic,7.0,2024,"Nhà mặt phố, mặt tiền",Unknown,10.84445457,106.7695998
"Đường Thích Quảng Đức, Phường 5, Phú Nhuận, Hồ Chí Minh",66.0,,,2.0,2.0,3.0,Have certificate,Full,9.5,2024,Unknown,Unknown,10.80590852,106.68153
"Đường Lạc Long Quân, Phường 10, Tân Bình, Hồ Chí Minh",43.0,,,5.0,7.0,6.0,Have certificate,Full,6.3,2024,Unknown,Unknown,10.7764675,106.6491717
"Đường Phú Thọ Hòa, Phường Phú Thọ Hòa, Tân Phú, Hồ Chí Minh",52.0,,,3.0,4.0,5.0,Have certificate,,5.9,2024,Unknown,Unknown,10.78512525,106.6307991
"Đường Nguyễn Duy Trinh, Phường Long Trường, Quận 9, Hồ Chí Minh",61.0,,,3.0,2.0,2.0,Have certificate,,3.6,2024,"Nhà mặt phố, mặt tiền",Hẻm xe hơi,10.8043452,106.8154172
"Phường Phước Long A, Quận 9, Hồ Chí Minh",140.0,,,3.0,4.0,4.0,Have certificate,,8.0,2024,"Nhà mặt phố, mặt tiền",Hẻm xe hơi,10.8224164,106.763273
"Phường Tân Thuận Đông, Quận 7, Hồ Chí Minh",48.6,,,,,,,,5.6,2024,Unknown,Unknown,10.75351662,106.7369159
"Đường 16, Phường Bình Hưng Hòa, Bình Tân, Hồ Chí Minh",68.0,,,2.0,3.0,3.0,Have certificate,,5.1,2024,"Nhà mặt phố, mặt tiền",Unknown,10.81152313,106.6062083
"Đường Xô Viết Nghệ Tĩnh, Phường 26, Bình Thạnh, Hồ Chí Minh",50.0,,,4.0,4.0,5.0,Have certificate,Full,6.65,2024,Unknown,Unknown,10.8110484,106.7137928
"Đường Xô Viết Nghệ Tĩnh, Phường 26, Bình Thạnh, Hồ Chí Minh",88.8,,,4.0,,,,,9.6,2024,Unknown,Unknown,10.8110484,106.7137928
"Đường Bùi Đình Túy, Phường 24, Bình Thạnh, Hồ Chí Minh",21.76,,,2.0,2.0,2.0,Have certificate,Full,3.45,2024,Unknown,Unknown,10.8077212,106.7024176
"Đường Vườn Lài, Phường Phú Thọ Hòa, Tân Phú, Hồ Chí Minh",30.0,,,2.0,2.0,2.0,Have certificate,,3.15,2024,Unknown,Unknown,10.7881471,106.6297747
"Đường Chu Văn An, Phường 12, Bình Thạnh, Hồ Chí Minh",27.5,Đông Nam,,2.0,2.0,2.0,Have certificate,,2.55,2024,Unknown,Unknown,10.81099881,106.7027511
"Dự án The Signature, Phường Tân Phú, Quận 7, Hồ Chí Minh",97.0,Nam,,,1.0,,Have certificate,,5.4,2024,Unknown,Unknown,10.724072,106.727713
"Đường Bùi Quang Là, Phường 12, Gò Vấp, Hồ Chí Minh",60.0,,,2.0,3.0,2.0,Have certificate,Full,5.6,2024,"Nhà mặt phố, mặt tiền",Hẻm xe hơi,10.83513559,106.6394868
"Hẻm 100, Đường Cao Văn Ngọc, Phường Phú Trung, Tân Phú, Hồ Chí Minh",40.0,,,3.0,4.0,3.0,,,4.9,2024,"Nhà mặt phố, mặt tiền",Unknown,10.77812843,106.6406061
"Đường Dương Công Khi, Xã Tân Hiệp, Hóc Môn, Hồ Chí Minh",226.0,,,,,,Have certificate,,7.9,2024,Unknown,Unknown,10.9099676,106.5952007
"Đường Nguyễn Thái Sơn, Phường 3, Gò Vấp, Hồ Chí Minh",68.0,,,1.0,,,Have certificate,,7.95,2024,"Nhà mặt phố, mặt tiền",Hẻm xe hơi,10.81449327,106.6782884
"Dự án Sunview Town, Đường Gò Dưa, Phường Hiệp Bình Phước, Thủ Đức, Hồ Chí Minh",92.0,,,2.0,1.0,1.0,Have certificate,,3.1,2024,Unknown,Unknown,10.86586782,106.7277568
"Dự án Opal Riverside, Đường Phạm Văn Đồng, Phường Hiệp Bình Chánh, Thủ Đức, Hồ Chí Minh",90.0,,,,,,,,3.7,2024,Unknown,Unknown,10.8306277,106.7249483
"Đường 15, Phường Tân Quy, Quận 7, Hồ Chí Minh",70.0,,,1.0,3.0,2.0,Have certificate,,6.0,2024,"Nhà mặt phố, mặt tiền",Hẻm xe hơi,10.7450078,106.7043293
"Dự án Citi Bella 2, Phường Cát Lái, Quận 2, Hồ Chí Minh",85.0,,,3.0,,,,,7.5,2024,Unknown,Unknown,10.7665697,106.7839295
"Dự án Lovera Park, Đường Trịnh Quang Nghị, Xã Phong Phú, Bình Chánh, Hồ Chí Minh",75.0,Đông,,3.0,3.0,3.0,Have certificate,Full,6.45,2024,"Nhà ngõ, hẻm",Hẻm xe hơi,10.7008427,106.6373251
"Dự án Grand View, Đường Nguyễn Đức Cảnh, Phường Tân Phong, Quận 7, Hồ Chí Minh",89.0,,,,,,Have certificate,,9.0,2024,Unknown,Unknown,10.7224818,106.7106026
"Đường Nguyễn Sơn, Phường Phú Thạnh, Tân Phú, Hồ Chí Minh",80.0,Đông Nam,,3.0,3.0,2.0,Have certificate,,8.9,2024,"Nhà ngõ, hẻm",Hẻm xe hơi,10.784523,106.6194351
"Đường Tân Hải, Phường 13, Tân Bình, Hồ Chí Minh",61.0,,,3.0,4.0,3.0,,,9.1,2024,Unknown,Unknown,10.80128045,106.639373
"Đường Lê Đức Thọ, Phường 13, Gò Vấp, Hồ Chí Minh",38.0,,,4.0,4.0,3.0,Have certificate,Full,5.8,2024,"Nhà mặt phố, mặt tiền",Hẻm xe hơi,10.8554446,106.6555147
